gate_error,measurement_error,classical_error,min_experimental_error,max_experimental_error,avg_experimental_error
0.0,0.0,1e-18,0.0,0.0,0.0
0.0,0.022222222222222223,1e-18,0.0,0.0,0.0
0.0,0.044444444444444446,1e-18,0.0,0.0,0.0
0.0,0.06666666666666667,1e-18,0.0,0.0,0.0
0.0,0.08888888888888889,1e-18,0.0,0.0,0.0
0.0,0.11111111111111112,1e-18,0.0,0.0,0.0
0.0,0.13333333333333333,1e-18,0.0,0.0,0.0
0.0,0.15555555555555556,1e-18,0.0,0.0,0.0
0.0,0.17777777777777778,1e-18,0.0,0.0,0.0
0.0,0.2,1e-18,0.0,0.0,0.0
0.022222222222222223,0.0,1e-18,0.0,0.0,0.0
0.022222222222222223,0.022222222222222223,1e-18,0.0,0.0,0.0
0.022222222222222223,0.044444444444444446,1e-18,0.0,0.0,0.0
0.022222222222222223,0.06666666666666667,1e-18,0.0,0.0,0.0
0.022222222222222223,0.08888888888888889,1e-18,0.0,0.0,0.0
0.022222222222222223,0.11111111111111112,1e-18,0.0,0.0,0.0
0.022222222222222223,0.13333333333333333,1e-18,0.0,0.0,0.0
0.022222222222222223,0.15555555555555556,1e-18,0.0,0.0,0.0
0.022222222222222223,0.17777777777777778,1e-18,0.0,0.0,0.0
0.022222222222222223,0.2,1e-18,0.0,0.0,0.0
0.044444444444444446,0.0,1e-18,0.0,0.0,0.0
0.044444444444444446,0.022222222222222223,1e-18,0.0,0.0,0.0
0.044444444444444446,0.044444444444444446,1e-18,0.0,0.0,0.0
0.044444444444444446,0.06666666666666667,1e-18,0.0,0.0,0.0
0.044444444444444446,0.08888888888888889,1e-18,0.0,0.0,0.0
0.044444444444444446,0.11111111111111112,1e-18,0.0,0.0,0.0
0.044444444444444446,0.13333333333333333,1e-18,0.0,0.0,0.0
0.044444444444444446,0.15555555555555556,1e-18,0.0,0.0,0.0
0.044444444444444446,0.17777777777777778,1e-18,0.0,0.0,0.0
0.044444444444444446,0.2,1e-18,0.0,0.0,0.0
0.06666666666666667,0.0,1e-18,0.0,0.0,0.0
0.06666666666666667,0.022222222222222223,1e-18,0.0,0.0,0.0
0.06666666666666667,0.044444444444444446,1e-18,0.0,0.0,0.0
0.06666666666666667,0.06666666666666667,1e-18,0.0,0.0,0.0
0.06666666666666667,0.08888888888888889,1e-18,0.0,0.0,0.0
0.06666666666666667,0.11111111111111112,1e-18,0.0,0.0,0.0
0.06666666666666667,0.13333333333333333,1e-18,0.0,0.0,0.0
0.06666666666666667,0.15555555555555556,1e-18,0.0,0.0,0.0
0.06666666666666667,0.17777777777777778,1e-18,0.0,0.0,0.0
0.06666666666666667,0.2,1e-18,0.0,0.0,0.0
0.08888888888888889,0.0,1e-18,0.0,0.0,0.0
0.08888888888888889,0.022222222222222223,1e-18,0.0,0.0,0.0
0.08888888888888889,0.044444444444444446,1e-18,0.0,0.0,0.0
0.08888888888888889,0.06666666666666667,1e-18,0.0,0.0,0.0
0.08888888888888889,0.08888888888888889,1e-18,0.0,0.0,0.0
0.08888888888888889,0.11111111111111112,1e-18,0.0,0.0,0.0
0.08888888888888889,0.13333333333333333,1e-18,0.0,0.0,0.0
0.08888888888888889,0.15555555555555556,1e-18,0.0,0.0,0.0
0.08888888888888889,0.17777777777777778,1e-18,0.0,0.0,0.0
0.08888888888888889,0.2,1e-18,0.0,0.0,0.0
0.11111111111111112,0.0,1e-18,0.0,0.0,0.0
0.11111111111111112,0.022222222222222223,1e-18,0.0,0.0,0.0
0.11111111111111112,0.044444444444444446,1e-18,0.0,0.0,0.0
0.11111111111111112,0.06666666666666667,1e-18,0.0,0.0,0.0
0.11111111111111112,0.08888888888888889,1e-18,0.0,0.0,0.0
0.11111111111111112,0.11111111111111112,1e-18,0.0,0.0,0.0
0.11111111111111112,0.13333333333333333,1e-18,0.0,0.0,0.0
0.11111111111111112,0.15555555555555556,1e-18,0.0,0.0,0.0
0.11111111111111112,0.17777777777777778,1e-18,0.0,0.0,0.0
0.11111111111111112,0.2,1e-18,0.0,0.0,0.0
0.13333333333333333,0.0,1e-18,0.0,0.0,0.0
0.13333333333333333,0.022222222222222223,1e-18,0.0,0.0,0.0
0.13333333333333333,0.044444444444444446,1e-18,0.0,0.0,0.0
0.13333333333333333,0.06666666666666667,1e-18,0.0,0.0,0.0
0.13333333333333333,0.08888888888888889,1e-18,0.0,0.0,0.0
0.13333333333333333,0.11111111111111112,1e-18,0.0,0.0,0.0
0.13333333333333333,0.13333333333333333,1e-18,0.0,0.0,0.0
0.13333333333333333,0.15555555555555556,1e-18,0.0,0.0,0.0
0.13333333333333333,0.17777777777777778,1e-18,0.0,0.0,0.0
0.13333333333333333,0.2,1e-18,0.0,0.0,0.0
0.15555555555555556,0.0,1e-18,0.0,0.0,0.0
0.15555555555555556,0.022222222222222223,1e-18,0.0,0.0,0.0
0.15555555555555556,0.044444444444444446,1e-18,0.0,0.0,0.0
0.15555555555555556,0.06666666666666667,1e-18,0.0,0.0,0.0
0.15555555555555556,0.08888888888888889,1e-18,0.0,0.0,0.0
0.15555555555555556,0.11111111111111112,1e-18,0.0,0.0,0.0
0.15555555555555556,0.13333333333333333,1e-18,0.0,0.0,0.0
0.15555555555555556,0.15555555555555556,1e-18,0.0,0.0,0.0
0.15555555555555556,0.17777777777777778,1e-18,0.0,0.0,0.0
0.15555555555555556,0.2,1e-18,0.0,0.0,0.0
0.17777777777777778,0.0,1e-18,0.0,0.0,0.0
0.17777777777777778,0.022222222222222223,1e-18,0.0,0.0,0.0
0.17777777777777778,0.044444444444444446,1e-18,0.0,0.0,0.0
0.17777777777777778,0.06666666666666667,1e-18,0.0,0.0,0.0
0.17777777777777778,0.08888888888888889,1e-18,0.0,0.0,0.0
0.17777777777777778,0.11111111111111112,1e-18,0.0,0.0,0.0
0.17777777777777778,0.13333333333333333,1e-18,0.0,0.0,0.0
0.17777777777777778,0.15555555555555556,1e-18,0.0,0.0,0.0
0.17777777777777778,0.17777777777777778,1e-18,0.0,0.0,0.0
0.17777777777777778,0.2,1e-18,0.0,0.0,0.0
0.2,0.0,1e-18,0.0,0.0,0.0
0.2,0.022222222222222223,1e-18,0.0,0.0,0.0
0.2,0.044444444444444446,1e-18,0.0,0.0,0.0
0.2,0.06666666666666667,1e-18,0.0,0.0,0.0
0.2,0.08888888888888889,1e-18,0.0,0.0,0.0
0.2,0.11111111111111112,1e-18,0.0,0.0,0.0
0.2,0.13333333333333333,1e-18,0.0,0.0,0.0
0.2,0.15555555555555556,1e-18,0.0,0.0,0.0
0.2,0.17777777777777778,1e-18,0.0,0.0,0.0
0.2,0.2,1e-18,0.0,0.0,0.0
