gate_error,meas_error,sim_QBER,lin_approx
0.001,0.001,0.0018097727729740598,0.0025
0.001,0.0064444444444444445,0.006850695144066089,0.007944444444444445
0.001,0.01188888888888889,0.012065151819827067,0.01338888888888889
0.001,0.017333333333333333,0.018626076507109953,0.018833333333333334
0.001,0.02277777777777778,0.024639423076923076,0.02427777777777778
0.001,0.028222222222222225,0.031396534148827725,0.029722222222222226
0.001,0.033666666666666664,0.03688690717470612,0.035166666666666666
0.001,0.03911111111111111,0.04229912973082372,0.04061111111111111
0.001,0.04455555555555556,0.04237623762376238,0.04605555555555556
0.001,0.05,0.04953252436841058,0.051500000000000004
0.0064444444444444445,0.001,0.007437185929648241,0.010666666666666668
0.0064444444444444445,0.0064444444444444445,0.010016025641025642,0.01611111111111111
0.0064444444444444445,0.01188888888888889,0.01469108472529684,0.021555555555555557
0.0064444444444444445,0.017333333333333333,0.026685115635501088,0.027
0.0064444444444444445,0.02277777777777778,0.02964905203711174,0.03244444444444444
0.0064444444444444445,0.028222222222222225,0.03339368336350835,0.03788888888888889
0.0064444444444444445,0.033666666666666664,0.035664195551993585,0.043333333333333335
0.0064444444444444445,0.03911111111111111,0.04777887462981244,0.04877777777777778
0.0064444444444444445,0.04455555555555556,0.04505756252481143,0.05422222222222223
0.0064444444444444445,0.05,0.058031293325410974,0.05966666666666667
0.01188888888888889,0.001,0.011838989739542225,0.018833333333333334
0.01188888888888889,0.0064444444444444445,0.02195845697329377,0.024277777777777777
0.01188888888888889,0.01188888888888889,0.02649276543713063,0.029722222222222223
0.01188888888888889,0.017333333333333333,0.030140789212770178,0.035166666666666666
0.01188888888888889,0.02277777777777778,0.033578382674349296,0.04061111111111111
0.01188888888888889,0.028222222222222225,0.0328716146371718,0.04605555555555556
0.01188888888888889,0.033666666666666664,0.04645622394282311,0.0515
0.01188888888888889,0.03911111111111111,0.04796307445314068,0.05694444444444444
0.01188888888888889,0.04455555555555556,0.05369807497467072,0.06238888888888889
0.01188888888888889,0.05,0.0604296326038948,0.06783333333333333
0.017333333333333333,0.001,0.01785356068204614,0.027
0.017333333333333333,0.0064444444444444445,0.023129525341914724,0.03244444444444444
0.017333333333333333,0.01188888888888889,0.02641661625327687,0.03788888888888889
0.017333333333333333,0.017333333333333333,0.03223844282238443,0.043333333333333335
0.017333333333333333,0.02277777777777778,0.03718512594962015,0.04877777777777778
0.017333333333333333,0.028222222222222225,0.042402109961452626,0.05422222222222223
0.017333333333333333,0.033666666666666664,0.04542689109714054,0.05966666666666666
0.017333333333333333,0.03911111111111111,0.05491214057507987,0.0651111111111111
0.017333333333333333,0.04455555555555556,0.05969267139479906,0.07055555555555555
0.017333333333333333,0.05,0.06411812297734627,0.076
0.02277777777777778,0.001,0.02658202737552073,0.035166666666666666
0.02277777777777778,0.0064444444444444445,0.02954681573168297,0.04061111111111111
0.02277777777777778,0.01188888888888889,0.030650583349812143,0.04605555555555556
0.02277777777777778,0.017333333333333333,0.04143862392494136,0.0515
0.02277777777777778,0.02277777777777778,0.04735152487961477,0.05694444444444444
0.02277777777777778,0.028222222222222225,0.04589135124534222,0.06238888888888889
0.02277777777777778,0.033666666666666664,0.057750759878419454,0.06783333333333333
0.02277777777777778,0.03911111111111111,0.0608433734939759,0.07327777777777778
0.02277777777777778,0.04455555555555556,0.06666666666666667,0.07872222222222222
0.02277777777777778,0.05,0.07246963562753037,0.08416666666666667
0.028222222222222225,0.001,0.02973830293417922,0.043333333333333335
0.028222222222222225,0.0064444444444444445,0.03705966198330279,0.04877777777777778
0.028222222222222225,0.01188888888888889,0.03771702255038915,0.05422222222222223
0.028222222222222225,0.017333333333333333,0.042463272288186756,0.059666666666666666
0.028222222222222225,0.02277777777777778,0.05240087666865909,0.06511111111111112
0.028222222222222225,0.028222222222222225,0.05551086082059534,0.07055555555555557
0.028222222222222225,0.033666666666666664,0.06282722513089005,0.076
0.028222222222222225,0.03911111111111111,0.0661867626474705,0.08144444444444444
0.028222222222222225,0.04455555555555556,0.07145684877276326,0.08688888888888889
0.028222222222222225,0.05,0.07276381909547738,0.09233333333333334
0.033666666666666664,0.001,0.03382029217530518,0.0515
0.033666666666666664,0.0064444444444444445,0.04017501988862371,0.05694444444444444
0.033666666666666664,0.01188888888888889,0.04309124013756828,0.06238888888888888
0.033666666666666664,0.017333333333333333,0.04828134313530697,0.06783333333333333
0.033666666666666664,0.02277777777777778,0.05321463897131553,0.07327777777777778
0.033666666666666664,0.028222222222222225,0.05591836734693877,0.07872222222222222
0.033666666666666664,0.033666666666666664,0.05666125101543461,0.08416666666666667
0.033666666666666664,0.03911111111111111,0.06835037081579474,0.08961111111111111
0.033666666666666664,0.04455555555555556,0.07170114480819442,0.09505555555555556
0.033666666666666664,0.05,0.07301460292058412,0.1005
0.03911111111111111,0.001,0.044340959708443005,0.059666666666666666
0.03911111111111111,0.0064444444444444445,0.046478587375685,0.0651111111111111
0.03911111111111111,0.01188888888888889,0.052146008824709184,0.07055555555555555
0.03911111111111111,0.017333333333333333,0.057646116893514815,0.076
0.03911111111111111,0.02277777777777778,0.05997993981945837,0.08144444444444444
0.03911111111111111,0.028222222222222225,0.06478928712091375,0.08688888888888889
0.03911111111111111,0.033666666666666664,0.06624102154828412,0.09233333333333332
0.03911111111111111,0.03911111111111111,0.07864038616251005,0.09777777777777777
0.03911111111111111,0.04455555555555556,0.07623228896427858,0.10322222222222222
0.03911111111111111,0.05,0.07840819542947203,0.10866666666666666
0.04455555555555556,0.001,0.04579840523410345,0.06783333333333333
0.04455555555555556,0.0064444444444444445,0.04699322978892871,0.07327777777777778
0.04455555555555556,0.01188888888888889,0.04693069306930693,0.07872222222222222
0.04455555555555556,0.017333333333333333,0.06400648166902978,0.08416666666666667
0.04455555555555556,0.02277777777777778,0.05968331303288672,0.08961111111111111
0.04455555555555556,0.028222222222222225,0.0699878983461073,0.09505555555555556
0.04455555555555556,0.033666666666666664,0.07700101317122594,0.10049999999999999
0.04455555555555556,0.03911111111111111,0.08119745745335247,0.10594444444444444
0.04455555555555556,0.04455555555555556,0.08391469005381702,0.11138888888888888
0.04455555555555556,0.05,0.08388388388388389,0.11683333333333333
0.05,0.001,0.04767628205128205,0.07600000000000001
0.05,0.0064444444444444445,0.05210819411296738,0.08144444444444446
0.05,0.01188888888888889,0.055745622861742804,0.0868888888888889
0.05,0.017333333333333333,0.06162464985994398,0.09233333333333335
0.05,0.02277777777777778,0.06819517930629042,0.0977777777777778
0.05,0.028222222222222225,0.07402206619859579,0.10322222222222224
0.05,0.033666666666666664,0.07919809448193728,0.10866666666666668
0.05,0.03911111111111111,0.08324831667006734,0.11411111111111112
0.05,0.04455555555555556,0.08621712477753608,0.11955555555555557
0.05,0.05,0.09803921568627451,0.125
